program,title,link,upvotes,bounty,vuln_type,date
HackerOne,Login page password-guessing attack,hackerone.com/reports/110,22,0.0,,2014-01-16
HackerOne,Missing SPF for hackerone.com,hackerone.com/reports/120,48,0.0,Violation of Secure Design Principles,2014-01-09
HackerOne,Report title autocompletion,hackerone.com/reports/263,8,0.0,Information Disclosure,2015-06-08
HackerOne,Flawed account creation process allows registration of usernames corresponding to existing file names,hackerone.com/reports/275,15,0.0,,2015-06-08
HackerOne,Real impersonation,hackerone.com/reports/280,48,0.0,,2013-11-30
HackerOne,Broken Authentication and session management OWASP A2,hackerone.com/reports/284,35,0.0,Improper Authentication - Generic,2014-01-09
HackerOne,Session Management,hackerone.com/reports/288,14,0.0,,2014-04-19
HackerOne,RTL override symbol not stripped from file names,hackerone.com/reports/298,11,0.0,Violation of Secure Design Principles,2015-05-28
HackerOne,CSP not consistently applied,hackerone.com/reports/321,34,0.0,Cross-site Scripting (XSS) - Generic,2013-11-30
HackerOne,"Privilege escalation..., or not?!",hackerone.com/reports/345,11,0.0,Violation of Secure Design Principles,2015-06-08
HackerOne,Session not expired on logout,hackerone.com/reports/353,22,100.0,,2014-04-19
HackerOne,Pixel flood attack,hackerone.com/reports/390,66,500.0,Uncontrolled Resource Consumption,2013-11-30
HackerOne,GIF flooding,hackerone.com/reports/400,51,250.0,Uncontrolled Resource Consumption,2013-11-30
HackerOne,PNG compression DoS,hackerone.com/reports/454,18,500.0,Uncontrolled Resource Consumption,2015-05-28
HackerOne,Flawed account creation process allows registration of usernames corresponding to existing file names,hackerone.com/reports/477,11,100.0,,2014-04-19
HackerOne,DNS Cache Poisoning,hackerone.com/reports/487,41,100.0,,2014-01-09
Ruby,Ruby: Heap Overflow in Floating Point Parsing,hackerone.com/reports/499,26,0.0,,2013-11-22
Internet Bug Bounty,OpenSSH: Memory corruption in AES-GCM support,hackerone.com/reports/500,23,0.0,,2013-11-07
Internet Bug Bounty,TLS Virtual Host Confusion,hackerone.com/reports/501,23,0.0,,2014-11-10
Internet Bug Bounty,PHP openssl_x509_parse() Memory Corruption Vulnerability,hackerone.com/reports/523,16,0.0,Code Injection,2013-12-13
HackerOne,Logical issues with account settings,hackerone.com/reports/546,15,0.0,Violation of Secure Design Principles,2015-05-28
HackerOne,CSRF login,hackerone.com/reports/547,24,0.0,Cross-Site Request Forgery (CSRF),2014-01-13
HackerOne,Email spoofing ,hackerone.com/reports/575,28,0.0,Violation of Secure Design Principles,2015-05-28
HackerOne,Upload profile photo from URL,hackerone.com/reports/713,43,0.0,Server-Side Request Forgery (SSRF),2014-02-15
HackerOne,Switching the user to the attacker's account,hackerone.com/reports/727,27,150.0,Cross-Site Request Forgery (CSRF),2014-02-20
HackerOne,Improper session management,hackerone.com/reports/737,24,100.0,Improper Authentication - Generic,2014-02-19
HackerOne,Information disclosure (reset password token) and changing the user's password,hackerone.com/reports/738,24,100.0,Cross-Site Request Forgery (CSRF),2014-02-19
HackerOne,A password reset page does not properly validate the authenticity token at the server side.,hackerone.com/reports/742,10,100.0,Cross-Site Request Forgery (CSRF),2014-04-19
HackerOne,Enumeration of users,hackerone.com/reports/761,20,0.0,Violation of Secure Design Principles,2014-10-03
Phabricator,Log in a user to another account,hackerone.com/reports/774,21,300.0,Cross-Site Request Forgery (CSRF),2014-02-22
Phabricator,Improperly implemented password recovery link functionality,hackerone.com/reports/809,14,300.0,Improper Authentication - Generic,2014-02-27
HackerOne,Autocomplete enabled in Paypal preferences,hackerone.com/reports/842,8,0.0,Violation of Secure Design Principles,2015-05-28
HackerOne,LinkedIN URL should be HTTPS,hackerone.com/reports/1093,10,0.0,,2016-05-18
Internet Bug Bounty,PHP Heap Overflow Vulnerability in imagecrop(),hackerone.com/reports/1356,8,0.0,,2014-02-06
Factlink,Proxy discloses internal web servers,hackerone.com/reports/1409,10,0.0,Information Disclosure,2014-04-08
Secret,SSL Not Enforced,hackerone.com/reports/1425,7,0.0,,2014-03-16
Secret,Strict Transport Security on secret.ly,hackerone.com/reports/1498,3,0.0,,2014-04-22
HackerOne,DNS Misconfiguration,hackerone.com/reports/1509,19,0.0,,2014-02-15
Internet Bug Bounty,Flash type confusion vulnerability leads to code execution,hackerone.com/reports/2106,8,0.0,,2013-12-10
Internet Bug Bounty,Handling of jar: URIs bypasses AllowScriptAccess=never,hackerone.com/reports/2107,6,2000.0,,2014-01-14
Internet Bug Bounty,Flash local-with-fileaccess Sandbox Bypass,hackerone.com/reports/2140,6,0.0,Information Disclosure,2014-04-17
Internet Bug Bounty,Flash double free vulnerability leads to code execution,hackerone.com/reports/2170,5,0.0,Memory Corruption - Generic,2014-02-27
HackerOne,harvesting attack on user registration,hackerone.com/reports/2193,6,0.0,,2014-05-19
HackerOne,CSS leaks SCSS debug info,hackerone.com/reports/2221,13,0.0,Information Disclosure,2014-02-28
Phabricator,Bypass auth.email-domains,hackerone.com/reports/2224,15,1000.0,Improper Authentication - Generic,2014-03-25
Phabricator,Login CSRF using Twitter OAuth,hackerone.com/reports/2228,14,0.0,Cross-Site Request Forgery (CSRF),2014-03-26
Phabricator,Bypass auth.email-domains (2),hackerone.com/reports/2233,13,500.0,Improper Authentication - Generic,2014-03-26
Internet Bug Bounty,Widespread failure of certificate validation in Android apps,hackerone.com/reports/2293,5,0.0,Cryptographic Issues - Generic,2019-11-12
RelateIQ,open redirect,hackerone.com/reports/2414,1,0.0,Open Redirect,2014-05-19
RelateIQ,Value of JSESSIONID  and XSRF token parameter in cookie remains same before and after login,hackerone.com/reports/2421,5,0.0,Violation of Secure Design Principles,2014-05-14
RelateIQ,XSRF token problem,hackerone.com/reports/2427,1,0.0,Violation of Secure Design Principles,2014-04-20
HackerOne,Hackerone Email Addresses Enumeration,hackerone.com/reports/2429,24,0.0,Information Disclosure,2016-06-17
RelateIQ,Cross Site Scripting (XSS) - app.relateiq.com,hackerone.com/reports/2439,5,0.0,Cross-site Scripting (XSS) - Generic,2014-08-07
Slack,Reflective XSS can be triggered in IE,hackerone.com/reports/2497,4,150.0,Cross-site Scripting (XSS) - Generic,2015-03-15
Slack,Broken Authentication (including Slack OAuth bugs),hackerone.com/reports/2559,8,0.0,Violation of Secure Design Principles,2014-08-30
Slack,"Slack OAuth2 ""redirect_uri"" Bypass ",hackerone.com/reports/2575,10,0.0,Improper Authentication - Generic,2014-05-29
Slack,Session Fixation disclosing email address,hackerone.com/reports/2582,7,0.0,Information Disclosure,2014-03-31
HackerOne,Weird Bug - Ability to see partial of other user's notification,hackerone.com/reports/2584,8,0.0,,2014-04-19
Slack,Stored XSS in www.slack-files.com,hackerone.com/reports/2617,8,0.0,Cross-site Scripting (XSS) - Generic,2014-05-23
Slack,URL redirection flaw,hackerone.com/reports/2622,5,0.0,Open Redirect,2014-08-30
Slack,Stored XSS in username.slack.com,hackerone.com/reports/2625,4,0.0,Cross-site Scripting (XSS) - Generic,2014-08-07
Slack,CSRF vulnerability on https://sehacure.slack.com/account/settings,hackerone.com/reports/2628,5,0.0,Cross-Site Request Forgery (CSRF),2014-07-26
Slack,csrf,hackerone.com/reports/2635,4,0.0,Cross-Site Request Forgery (CSRF),2014-04-06
Slack,CSRF on add comment section,hackerone.com/reports/2638,2,0.0,Cross-Site Request Forgery (CSRF),2014-04-12
Slack,Stored XSS on this link https://sehacure.slack.com/help/requests/,hackerone.com/reports/2639,6,0.0,Cross-site Scripting (XSS) - Generic,2014-08-30
Slack,Stored XSS in Channel Chat ,hackerone.com/reports/2652,3,0.0,Cross-site Scripting (XSS) - Generic,2014-05-21
Slack,State parameter missing on google OAuth,hackerone.com/reports/2688,6,0.0,Cross-Site Request Forgery (CSRF),2014-04-06
Slack,Open redirect vulnerability ,hackerone.com/reports/2731,11,0.0,Open Redirect,2014-04-06
RelateIQ,"HTML injection in ""Invite Collaborators""",hackerone.com/reports/2735,9,0.0,Cross-site Scripting (XSS) - Generic,2014-04-06
Slack,Data exports stored on S3 can be scraped easily,hackerone.com/reports/2746,9,0.0,Improper Authentication - Generic,2014-12-09
Slack,Email enumeration,hackerone.com/reports/2766,8,0.0,Information Disclosure,2014-04-02
Slack,Reflected Xss,hackerone.com/reports/2777,3,500.0,Cross-site Scripting (XSS) - Generic,2014-05-19
Phabricator,CSRF token valid even after the session logout of a particular user,hackerone.com/reports/2857,2,0.0,Cross-Site Request Forgery (CSRF),2014-06-26
Slack,Stored XSS ,hackerone.com/reports/2926,4,0.0,Cross-site Scripting (XSS) - Generic,2014-04-06
Slack,Deleting Teams implemenation,hackerone.com/reports/2975,2,0.0,Improper Authentication - Generic,2014-08-21
Slack,Content Spoofing,hackerone.com/reports/2979,3,0.0,Violation of Secure Design Principles,2014-08-11
HackerOne,Control Characters Not Stripped From Username on Signup,hackerone.com/reports/3227,14,0.0,Violation of Secure Design Principles,2014-03-11
Phabricator,UnAuthorized Editorial Publishing to Blogs,hackerone.com/reports/3356,7,300.0,Improper Authentication - Generic,2014-04-05
Ruby on Rails,Directory traversal attack in view resolver,hackerone.com/reports/3370,8,0.0,Information Disclosure,2015-07-09
RelateIQ,RelateIQ GWT based application visible to unauthenticated users,hackerone.com/reports/3432,3,0.0,Information Disclosure,2014-04-11
RelateIQ,Captcha Bypass With Extension,hackerone.com/reports/3441,4,0.0,Cryptographic Issues - Generic,2014-04-20
Slack,flash content type sniff vulnerability in api.slack.com,hackerone.com/reports/3455,2,0.0,Cross-Site Request Forgery (CSRF),2014-04-08
Phabricator,OAuth access_token stealing in Phabricator,hackerone.com/reports/3596,9,450.0,Open Redirect,2014-04-11
HackerOne,Criptographic Issue: Strisct Transport Security with not good max age..(TOO SHORT!),hackerone.com/reports/3709,4,0.0,Cryptographic Issues - Generic,2014-04-22
Slack,User impersonation is possible with incoming webhooks,hackerone.com/reports/3722,3,0.0,Violation of Secure Design Principles,2014-04-10
Phabricator,Control character allowed in username,hackerone.com/reports/3921,8,300.0,,2014-04-12
HackerOne,Adding an user email address to the list before confirming.,hackerone.com/reports/3923,8,0.0,Violation of Secure Design Principles,2014-06-11
Phabricator,OAuth Stealing Attack (New),hackerone.com/reports/3930,10,400.0,Open Redirect,2014-04-13
HackerOne,Securing sensitive pages from SearchBots,hackerone.com/reports/3986,6,100.0,Violation of Secure Design Principles,2014-04-20
HackerOne,Accepting Invalid characters on email address,hackerone.com/reports/3991,7,0.0,Violation of Secure Design Principles,2016-04-25
Phabricator,Persistent XSS: Editor link,hackerone.com/reports/4114,8,300.0,Cross-site Scripting (XSS) - Generic,2014-04-16
HackerOne,javascript: and mailto: links are allowed on users' profiles,hackerone.com/reports/4184,8,0.0,Cross-site Scripting (XSS) - Generic,2015-05-13
MoneyStream,Here is another XSS i got for you,hackerone.com/reports/4276,7,0.0,Cross-site Scripting (XSS) - Generic,2014-08-06
RelateIQ,TRACE disclosure attack may be possible,hackerone.com/reports/4409,6,0.0,Information Disclosure,2014-07-25
Slack,Open Redirect in Slack,hackerone.com/reports/4549,2,0.0,Open Redirect,2014-05-21
Slack,Stored XSS in Slackbot Direct Messages,hackerone.com/reports/4561,8,0.0,Cross-site Scripting (XSS) - Generic,2014-05-04
Slack,Duplicate of #4550,hackerone.com/reports/4638,3,0.0,,2014-05-21
Internet Bug Bounty,SPDY memory corruption,hackerone.com/reports/4689,18,0.0,,2014-03-24
Internet Bug Bounty,SPDY heap buffer overflow,hackerone.com/reports/4690,14,0.0,,2014-03-24
Concrete CMS,XSS in Theme Preview Tools File,hackerone.com/reports/4777,2,0.0,Cross-site Scripting (XSS) - Generic,2014-08-28
Concrete CMS,HttpOnly flag not set for cookie on concrete5.org,hackerone.com/reports/4792,10,0.0,Violation of Secure Design Principles,2014-04-16
Concrete CMS,Bypass auth.email-domains,hackerone.com/reports/4795,11,0.0,Improper Authentication - Generic,2014-04-30
Concrete CMS,/index.php/dashboard/sitemap/explore/ Cross-site scripting,hackerone.com/reports/4808,4,0.0,Cross-site Scripting (XSS) - Generic,2014-06-09
Concrete CMS,dashboard/pages/types [Unknown column 'Array' in 'where clause'] disclosure.,hackerone.com/reports/4811,2,0.0,Information Disclosure,2014-06-09
Concrete CMS,XSS in private message,hackerone.com/reports/4826,7,0.0,Cross-site Scripting (XSS) - Generic,2014-05-14
Concrete CMS,XSS IN member List (Because of City Textbox),hackerone.com/reports/4839,6,0.0,Cross-site Scripting (XSS) - Generic,2014-04-16
Concrete CMS,CONCRETE5 - path disclosure.,hackerone.com/reports/4931,2,0.0,Information Disclosure,2014-06-09
Concrete CMS,page_controls_menu_js can reveal collection version of page,hackerone.com/reports/4938,4,0.0,Information Disclosure,2014-03-31
Coinbase,Information Disclosure That shows the webroot of CoinBase Server,hackerone.com/reports/5073,3,0.0,Information Disclosure,2014-05-04
Coinbase,Improper Validation of the Referrer header leading to Open URL Redirection,hackerone.com/reports/5199,2,0.0,Open Redirect,2014-04-29
Coinbase,"User Enumeration, Information Disclosure and Lack of Rate Limitation on API",hackerone.com/reports/5200,4,0.0,Violation of Secure Design Principles,2014-03-31
Coinbase, Cookie missing the HttpOnly flag  ,hackerone.com/reports/5204,2,0.0,,2014-04-30
Coinbase,IFRAME loaded from External Domains  ,hackerone.com/reports/5205,2,0.0,,2014-04-30
Coinbase,Coinbase Android Application - Bitcoin Wallet Leaks OAuth Response Code,hackerone.com/reports/5314,14,0.0,Information Disclosure,2014-11-26
MS-DOS,CRITICAL BUG!,hackerone.com/reports/5426,5,0.0,Violation of Secure Design Principles,2014-04-01
MS-DOS,Please contact me @sehacure otherwise i am going to disclose in Full disclosure mailing list :p ,hackerone.com/reports/5437,10,0.0,Uncontrolled Resource Consumption,2014-04-02
MS-DOS,Hack administrator password even if you are a guest,hackerone.com/reports/5441,7,0.0,Improper Authentication - Generic,2014-04-01
MS-DOS,Bug in Source Code Files(v1.1),hackerone.com/reports/5466,6,0.0,Memory Corruption - Generic,2014-04-01
MS-DOS,Arbitrary command execution in MS-DOS,hackerone.com/reports/5499,5,0.0,Command Injection - Generic,2014-04-01
MS-DOS,Permanent Denial of Service ,hackerone.com/reports/5534,19,0.0,Uncontrolled Resource Consumption,2014-04-01
MS-DOS,History Disclosure of MS-Dos,hackerone.com/reports/5549,3,0.0,Information Disclosure,2014-07-20
MS-DOS,Injecting Distrust and Disbelief in Addicted Gamers ,hackerone.com/reports/5559,3,0.0,,2014-06-04
MS-DOS,एमएस  डॉस प्राणघाती है।  ,hackerone.com/reports/5596,5,0.0,Improper Authentication - Generic,2014-04-04
Slack,TLS1/SSLv3 Renegotiation Vulnerability,hackerone.com/reports/5617,2,0.0,,2014-08-14
C2FO,OPTIONS Method Enabled,hackerone.com/reports/5654,4,0.0,,2014-04-07
C2FO,User guessing/enumeration at  https://app.c2fo.com/api/password-reset,hackerone.com/reports/5688,4,0.0,Information Disclosure,2014-05-19
C2FO,Password reset token leakage through referrer at https://app.c2fo.com/password/reset/,hackerone.com/reports/5691,4,0.0,Information Disclosure,2014-04-15
Coinbase,Coinbase Android Security Vulnerabilities,hackerone.com/reports/5786,9,0.0,Cryptographic Issues - Generic,2014-05-07
Internet Bug Bounty,Uncontrolled Resource Consumption with XMPP-Layer Compression,hackerone.com/reports/5928,3,500.0,Uncontrolled Resource Consumption,2014-04-20
Coinbase,Multiple Issues related to registering applications,hackerone.com/reports/5933,3,1000.0,Violation of Secure Design Principles,2014-05-29
HackerOne,Marking notifications as read CSRF bug,hackerone.com/reports/5946,4,0.0,Cross-Site Request Forgery (CSRF),2015-04-28
Slack,Stored XSS in Slack.com,hackerone.com/reports/6002,5,0.0,Cross-site Scripting (XSS) - Generic,2015-03-09
Slack,Facebook Takeover using Slack using 302 from files.slack.com with access_token,hackerone.com/reports/6017,17,0.0,Open Redirect,2015-01-11
Slack,open redirect in https://slack.com,hackerone.com/reports/6035,2,0.0,Open Redirect,2014-05-31
Khan Academy,http://smarthistory.khanacademy.org/search-results.html XSS,hackerone.com/reports/6344,4,0.0,Cross-site Scripting (XSS) - Generic,2014-04-09
HackerOne,creating titleless and non-closable bugs ,hackerone.com/reports/6350,6,0.0,,2014-04-17
Khan Academy,Dom based XSS https://www.khanacademy.org/,hackerone.com/reports/6352,4,0.0,Cross-site Scripting (XSS) - Generic,2014-04-09
RelateIQ,Wildcard DNS in website,hackerone.com/reports/6353,7,0.0,Violation of Secure Design Principles,2014-06-01
Khan Academy,https://www.khanacademy.org/login open-redirect,hackerone.com/reports/6357,3,0.0,Open Redirect,2014-04-09
Khan Academy,Full Path Disclosure on [smarthistory.khanacademy.org],hackerone.com/reports/6362,3,0.0,Information Disclosure,2014-04-11
Khan Academy,Stored XSS {dangerous?} https://www.khanacademy.org/coach/roster/?listId=allStudents,hackerone.com/reports/6369,4,0.0,Cross-site Scripting (XSS) - Generic,2014-04-09
Khan Academy,Possible clickjacking at shop.khanacademy.org,hackerone.com/reports/6370,2,0.0,UI Redressing (Clickjacking),2014-05-08
Khan Academy,Lighttpd version disclosure / directory listing,hackerone.com/reports/6371,4,0.0,Information Disclosure,2014-04-12
Khan Academy,User guessing/enumeration at sw.khanacademy.org,hackerone.com/reports/6376,3,0.0,Information Disclosure,2014-04-15
Khan Academy,CSRF - Adding/Removing items to cart - shop.khanacademy.org,hackerone.com/reports/6378,4,0.0,Cross-Site Request Forgery (CSRF),2014-05-08
Internet Bug Bounty,Same Origin Security Bypass Vulnerability,hackerone.com/reports/6380,3,2000.0,,2014-03-11
Internet Bug Bounty,Integer overflow in strop.expandtabs,hackerone.com/reports/6389,4,0.0,,2014-03-31
Khan Academy,https://www.khanacademy.org/coach/reports/activity XSS,hackerone.com/reports/6409,3,0.0,Cross-site Scripting (XSS) - Generic,2014-04-09
Khan Academy,Persistent class XSS [the fuck],hackerone.com/reports/6412,5,0.0,Cross-site Scripting (XSS) - Generic,2014-04-09
Concrete CMS,https://concrete5.org ::: HeartBleed Attack (CVE-2014-0160),hackerone.com/reports/6475,3,0.0,Information Disclosure,2014-04-09
Khan Academy,Weak Ciphers Enabled,hackerone.com/reports/6488,10,0.0,Information Disclosure,2014-04-09
C2FO,c2fo.com is releasing sensitive Information about Database Configuration.,hackerone.com/reports/6491,4,0.0,Information Disclosure,2014-05-08
ReddAPI,Session Fixation Found,hackerone.com/reports/6504,5,0.0,,2014-04-20
HackerOne,(lack of) smtp transport layer security,hackerone.com/reports/6547,4,0.0,Cryptographic Issues - Generic,2015-05-05
Khan Academy,Open Redirection in SmartHistory KhanAcademy,hackerone.com/reports/6564,5,0.0,Open Redirect,2014-04-09
ReddAPI,Login page password-guessing attack,hackerone.com/reports/6574,6,0.0,,2014-05-09
Khan Academy,XSS at  http://smarthistory.khanacademy.org,hackerone.com/reports/6575,7,0.0,Cross-site Scripting (XSS) - Generic,2014-04-09
Internet Bug Bounty,TLS heartbeat read overrun,hackerone.com/reports/6626,10,0.0,,2014-04-07
ReddAPI,No Captcha or rate limit on Login Page,hackerone.com/reports/6697,7,0.0,Improper Authentication - Generic,2014-04-23
C2FO,The server supports only older protocols for HTTPS connections,hackerone.com/reports/6794,2,0.0,Cryptographic Issues - Generic,2014-05-15
Faceless,Blocking yourself,hackerone.com/reports/6826,2,0.0,Violation of Secure Design Principles,2014-04-11
Concrete CMS,Cross-Site Scripting in getMarketplacePurchaseFrame,hackerone.com/reports/6843,2,0.0,Cross-site Scripting (XSS) - Generic,2014-08-18
Concrete CMS,XSS on [/concrete/concrete/elements/dashboard/sitemap.php],hackerone.com/reports/6853,6,0.0,Cross-site Scripting (XSS) - Generic,2014-08-28
IRCCloud,Login CSRF,hackerone.com/reports/6871,2,100.0,Cross-Site Request Forgery (CSRF),2014-04-21
IRCCloud,Sign up CSRF,hackerone.com/reports/6872,4,100.0,Cross-Site Request Forgery (CSRF),2014-05-14
IRCCloud,"Unsecure cookies, cookie flag secure not set",hackerone.com/reports/6877,3,100.0,Violation of Secure Design Principles,2014-05-15
IRCCloud,Bruteforcing irccloud login,hackerone.com/reports/6883,3,100.0,Violation of Secure Design Principles,2014-05-26
IRCCloud,Leaking Referrer in Reset Password Link,hackerone.com/reports/6884,5,100.0,Violation of Secure Design Principles,2014-04-12
IRCCloud,HTML Form without CSRF protection,hackerone.com/reports/6888,3,0.0,Cross-Site Request Forgery (CSRF),2014-05-14
IRCCloud,Session Token is not Verified while changing Account Setting's which Result In account Takeover,hackerone.com/reports/6907,5,0.0,Cross-Site Request Forgery (CSRF),2014-04-23
IRCCloud,Full account takeover using CSRF and password reset,hackerone.com/reports/6910,16,0.0,Cross-Site Request Forgery (CSRF),2014-04-14
IRCCloud,Session cookie can be leaked over an unencrypted HTTP connection,hackerone.com/reports/6927,1,0.0,Violation of Secure Design Principles,2014-05-15
IRCCloud,Missing X-Content-Type-Options,hackerone.com/reports/6935,6,0.0,Violation of Secure Design Principles,2014-05-15
IRCCloud,"""SESSION""  Cookie without HttpOnly flag set",hackerone.com/reports/7033,5,0.0,Improper Authentication - Generic,2014-05-11
IRCCloud,Bug in iOS application which could lead to unauthorised access.,hackerone.com/reports/7036,6,0.0,Improper Authentication - Generic,2014-05-15
IRCCloud,iOS application does not destroy session upon logout.,hackerone.com/reports/7041,5,0.0,Improper Authentication - Generic,2014-05-22
IRCCloud, User Account Creation CSRF ,hackerone.com/reports/7051,3,0.0,Cross-Site Request Forgery (CSRF),2014-06-25
IRCCloud,DNS Misconfiguration,hackerone.com/reports/7085,5,0.0,,2014-04-11
IRCCloud,CSRF to Account Take Over Bug ,hackerone.com/reports/7116,4,0.0,Cross-Site Request Forgery (CSRF),2014-09-08
IRCCloud,Persistent Cross Site Scripting within the IRCCloud Pastebin ,hackerone.com/reports/7121,3,500.0,Cross-site Scripting (XSS) - Generic,2014-10-01
IRCCloud,Login page password-guessing attack(Brute-force attack-High).,hackerone.com/reports/7226,8,0.0,Improper Authentication - Generic,2014-04-26
Faceless,Bruteforce attack in login panel,hackerone.com/reports/7270,4,0.0,Violation of Secure Design Principles,2014-04-15
Internet Bug Bounty,TLS Triple Handshake Attack,hackerone.com/reports/7277,14,0.0,,2014-03-03
IRCCloud,CSRF - Creating accounts,hackerone.com/reports/7332,1,0.0,Cross-Site Request Forgery (CSRF),2014-05-14
IRCCloud,Host Header is not validated resulting in Open Redirect,hackerone.com/reports/7357,4,100.0,Violation of Secure Design Principles,2014-04-24
Coinbase,2 factor authentication design flaw,hackerone.com/reports/7369,2,0.0,Violation of Secure Design Principles,2014-06-06
IRCCloud,Unwanted Spamming Using CSRF [LOGGED IN USER],hackerone.com/reports/7436,4,0.0,Cross-Site Request Forgery (CSRF),2014-05-17
IRCCloud,Dangerous Persistent xss,hackerone.com/reports/7441,4,0.0,Cross-site Scripting (XSS) - Generic,2014-05-13
IRCCloud,Log Out Cross site Request Forgery,hackerone.com/reports/7516,1,0.0,Cross-Site Request Forgery (CSRF),2014-06-13
IRCCloud,Login CSRF can be bypassed (Similar approach to previous one).,hackerone.com/reports/7531,8,0.0,Cross-Site Request Forgery (CSRF),2014-05-20
Automattic,Simplenote Silverlight cross-domain policy misconfiguration,hackerone.com/reports/7571,1,0.0,Cross-Site Request Forgery (CSRF),2014-05-17
Automattic,Session Cookie without Secure flag set,hackerone.com/reports/7680,2,0.0,,2014-05-21
Concrete CMS,FULL PATH DISCLOSUR ,hackerone.com/reports/7736,6,0.0,Information Disclosure,2014-04-17
Internet Bug Bounty,Security bypass could lead to information disclosure,hackerone.com/reports/7803,3,2000.0,,2014-04-08
Automattic,Session Cookie without Secure flag set,hackerone.com/reports/7843,1,0.0,,2014-05-21
Automattic,HTML form without CSRF protection,hackerone.com/reports/7849,4,0.0,Cross-Site Request Forgery (CSRF),2014-07-08
Localize,ClickJacking,hackerone.com/reports/7862,2,0.0,UI Redressing (Clickjacking),2014-05-17
Localize,HTML Form Without CSRF protection,hackerone.com/reports/7863,3,0.0,Cryptographic Issues - Generic,2014-04-18
Localize,Sign-up Form CSRF,hackerone.com/reports/7865,9,0.0,Cross-Site Request Forgery (CSRF),2014-04-18
Localize,XSS in Groups,hackerone.com/reports/7868,10,0.0,Cross-site Scripting (XSS) - Generic,2014-04-18
Localize,No BruteForce Protection,hackerone.com/reports/7869,2,0.0,Cryptographic Issues - Generic,2014-04-22
Localize,Change user settings through CSRF,hackerone.com/reports/7870,2,0.0,Cross-Site Request Forgery (CSRF),2014-05-18
Localize,Stored XSS,hackerone.com/reports/7873,3,0.0,Cross-site Scripting (XSS) - Generic,2014-04-20
Localize,XSS & HTML injection,hackerone.com/reports/7876,11,0.0,Cross-Site Request Forgery (CSRF),2014-04-18
Localize,XSS in main page,hackerone.com/reports/7882,10,0.0,Cross-site Scripting (XSS) - Generic,2014-04-18
Localize,Password Policy,hackerone.com/reports/7883,2,0.0,Violation of Secure Design Principles,2014-05-18
Localize,XSS in main page (invitation),hackerone.com/reports/7886,7,0.0,Cross-site Scripting (XSS) - Generic,2014-04-18
Localize,XSS in invite approval,hackerone.com/reports/7887,10,0.0,Cross-site Scripting (XSS) - Generic,2014-04-18
Localize,Unexpected array leaks information about the system,hackerone.com/reports/7888,4,0.0,Information Disclosure,2014-04-18
Localize,XSS in Localize.io,hackerone.com/reports/7890,4,0.0,Cross-site Scripting (XSS) - Generic,2014-04-18
Localize,Full path disclosure,hackerone.com/reports/7894,3,0.0,Information Disclosure,2014-04-18
Localize,"HTML/Javascript possible in ""Discussion"" section of reviews",hackerone.com/reports/7897,6,0.0,Cross-site Scripting (XSS) - Generic,2014-04-19
Respondly,Persistent Cross-site scripting vulnerability settings.,hackerone.com/reports/7898,2,0.0,Cross-site Scripting (XSS) - Generic,2014-04-21
Respondly,OAuth open redirect,hackerone.com/reports/7900,8,0.0,Open Redirect,2014-04-22
Localize,Path Disclosure (Info Disclosure) in  http://www.localize.io,hackerone.com/reports/7903,4,0.0,Information Disclosure,2014-04-18
Localize,Business logic Failure - Browser cache management and logout vulnerability.,hackerone.com/reports/7909,13,0.0,Improper Authentication - Generic,2014-05-18
Respondly,Import emails from Gmail are activate XSS,hackerone.com/reports/7913,2,0.0,Cross-site Scripting (XSS) - Generic,2014-04-21
Localize,Server header - information disclosure ,hackerone.com/reports/7914,3,0.0,Information Disclosure,2014-05-19
Localize,Uninitialized variable error message leaks information ,hackerone.com/reports/7915,4,0.0,Information Disclosure,2014-04-18
Localize,No Cross-Site Request Forgery protection at multiple locations,hackerone.com/reports/7916,3,0.0,Cross-Site Request Forgery (CSRF),2014-04-18
Respondly,"Find, private notes Cross-site scripting.",hackerone.com/reports/7917,2,0.0,Cross-site Scripting (XSS) - Generic,2014-04-21
Respondly,XSS via Email,hackerone.com/reports/7919,4,0.0,Cross-site Scripting (XSS) - Generic,2014-04-21
Localize,Assigning a non-existing role to user causes exception when opening project page,hackerone.com/reports/7921,3,0.0,Uncontrolled Resource Consumption,2014-04-19
Localize,Apache2 /icons/ folder accessible,hackerone.com/reports/7923,4,0.0,Information Disclosure,2014-05-18
Respondly,Clickjacking - changing role,hackerone.com/reports/7924,1,0.0,UI Redressing (Clickjacking),2014-04-21
HackerOne,Arbitrary file uploads to Amazon WS.,hackerone.com/reports/7929,4,0.0,Violation of Secure Design Principles,2014-04-26
Localize,Information Disclosure (Directory Structure),hackerone.com/reports/7930,4,0.0,Information Disclosure,2014-04-18
HackerOne,Issue with remember_user_token,hackerone.com/reports/7931,4,150.0,Violation of Secure Design Principles,2015-05-28
Secret,Login CSRF in Secret.ly,hackerone.com/reports/7936,5,0.0,Cross-Site Request Forgery (CSRF),2014-06-09
Localize,A Serious Bug on SIGNUP Process!,hackerone.com/reports/7941,4,0.0,Memory Corruption - Generic,2014-04-22
Respondly,x-frame options-sameorigin warning,hackerone.com/reports/7945,4,0.0,Violation of Secure Design Principles,2014-05-18
Respondly,DNS Misconfiguration,hackerone.com/reports/7949,2,0.0,,2014-05-18
